ticker,marketCap,exchange
PGR,121929596928,NYQ
CB,123418566656,NYQ
ADBE,122754449408,NMS
VRTX,120477966336,NMS
PH,118118481920,NYQ
SNY,114255020032,NMS
BMY,112068206592,NYQ
ARM,111786811392,NMS
HCA,114252005376,NYQ
CRWD,111277506560,NMS
MELI,108886908928,NMS
MFG,106786734080,NYQ
CMCSA,117249646592,NMS
ENB,106617724928,NYQ
IBN,104755085312,NYQ
SBUX,104758632448,NMS
CME,103920656384,NMS
MO,104060854272,NYQ
GSK,104285962240,NYQ
SPOT,103019069440,NYQ
BN,102362333184,NYQ
MCK,103389552640,NYQ
KKR,105795846144,NYQ
CEG,101687574528,NMS
ADP,99826040832,NMS
ICE,99475685376,NYQ
SO,98339676160,NYQ
NOC,98246656000,NYQ
BP,97139056640,NYQ
BMO,97860927488,NYQ
PBR,98856583168,NYQ
PBR-A,96454131712,NYQ
AEM,95639871488,NYQ
GD,94931140608,NYQ
CVS,94598103040,NYQ
DUK,94369193984,NYQ
TT,93585506304,NYQ
BNS,93105979392,NYQ
MCO,92470140928,NYQ
ITUB,94717845504,NYQ
NKE,91502493696,NYQ
BCS,92275122176,NYQ
MRSH,92196110336,NYQ
UPS,90115522560,NYQ
WM,89533169664,NYQ
HOOD,89451315200,NMS
SNPS,88984969216,NMS
STX,88824258560,NMS
DASH,88190918656,NMS
CVNA,86962028544,NYQ
LYG,87882104832,NYQ
RCL,88536260608,NYQ
SHW,88423571456,NYQ
USB,87251050496,NYQ
PNC,90283294720,NYQ
FCX,86486097920,NYQ
NU,86008971264,NYQ
CM,86133776384,NYQ
ING,85143502848,NYQ
SNDK,85285003264,NMS
WDC,84837457920,NMS
MAR,85590646784,NMS
NGG,84735574016,NYQ
AMT,83948077056,NYQ
HWM,83752198144,NYQ
GLW,88522457088,NYQ
NTES,82864996352,NMS
ORLY,83258040320,NMS
EMR,82635915264,NYQ
BK,83626106880,NYQ
WMB,82139176960,NYQ
CRH,81815109632,NYQ
MMM,81362427904,NYQ
CDNS,80755130368,NMS
EQIX,80603897856,NMS
TDG,80442286080,NYQ
BAM,80231194624,NYQ
CMI,79898148864,NYQ
ECL,79979380736,NYQ
MNST,78904229888,NMS
ABNB,79204925440,NMS
APO,78090051584,NYQ
CNQ,77566132224,NYQ
B,78292762624,NYQ
ELV,77853147136,NYQ
CTAS,76913262592,NMS
REGN,78584389632,NMS
GM,78360346624,NYQ
DELL,76697714688,NYQ
ITW,76157296640,NYQ
FDX,76036644864,NYQ
MDLZ,75656994816,NMS
DB,74932912128,NYQ
AON,75149967360,NYQ
CI,73221857280,NYQ
JCI,72995012608,NYQ
NWG,72738275328,NYQ
CL,72974254080,NYQ
SLB,72344133632,NYQ
INFY,71123238912,NYQ
SPG,72163475456,NYQ
EPD,71864557568,NYQ
VRT,71183745024,NYQ
PWR,70774874112,NYQ
CSX,70395092992,NMS
COR,69686321152,NYQ
HLT,70207692800,NYQ
SE,68964401152,NYQ
VALE,68599291904,NYQ
WBD,68285067264,NMS
KMI,67832942592,NYQ
MSI,67064729600,NYQ
CP,66735321088,NYQ
MRVL,68036927488,NMS
EQNR,66997108736,NYQ
RSG,67154497536,NYQ
SNOW,65941938176,NYQ
TEL,65393836032,NYQ
NSC,65360281600,NYQ
TFC,65778843648,NYQ
PCAR,64576917504,NMS
MFC,64229740544,NYQ
LHX,64145453056,NYQ
RELX,66766241792,NYQ
AJG,64082104320,NYQ
SU,64480956416,NYQ
AEP,64111439872,NMS
ET,63345987584,NYQ
AMX,62511632384,NYQ
NET,62122364928,NYQ
E,60390383616,NYQ
TRV,63463776256,NYQ
AZO,61612212224,NYQ
ROST,61353934848,NMS
EOG,61222240256,NYQ
APD,60656254976,NYQ
FTNT,62266781696,NMS
WPM,59950645248,NYQ
CNI,59033214976,NYQ
RACE,59017801728,NYQ
TRP,61153722368,NYQ
AFL,59339550720,NYQ
DLR,58033467392,NYQ
BDX,58076966912,NYQ
PSX,58016075776,NYQ
NXPI,57013194752,NMS
MPLX,56965787648,NYQ
SRE,56789823488,NYQ
O,56151351296,NYQ
VLO,56361541632,NYQ
NDAQ,55595024384,NMS
F,55304843264,NYQ
BKR,55298809856,NMS
ZTS,55318163456,NYQ
CCJ,53878489088,NYQ
MPWR,53854654464,NMS
TAK,54432890880,NYQ
VST,53653020672,NYQ
IDXX,53639950336,NMS
ADSK,53861310464,NMS
MPC,53565341696,NYQ
BIDU,53399404544,NMS
COIN,52513124352,NMS
ALL,52434927616,NYQ
MET,52457250816,NYQ
AME,51729063936,NYQ
CMG,52120199168,NYQ
D,51379961856,NYQ
GWW,51655950336,NYQ
ARGX,52013002752,NMS
DEO,51583492096,NYQ
CAH,51054424064,NYQ
EA,51001643008,NMS
RKT,50488905728,NYQ
CARR,50703941632,NYQ
