ticker,marketCap,exchange
PANW,130821128192,NMS
PBR,133720604672,NYQ
PBR-A,122493198336,NYQ
SPGI,128792952832,NYQ
CB,127471616000,NYQ
PLD,123222245376,NYQ
SYK,125844791296,NYQ
BTI,127401484288,NYQ
BMY,123831255040,NYQ
BP,120398012416,NYQ
ACN,122034626560,NYQ
UL,124482961408,NYQ
SMFG,125675937792,NYQ
INTU,120320147456,NMS
HDB,127661752320,NYQ
SONY,122274070528,NYQ
BBVA,123000307712,NYQ
UBS,123448459264,NYQ
ENB,118163587072,NYQ
NEM,117762375680,NYQ
GLW,116800249856,NYQ
PGR,116150083584,NYQ
SNY,117338038272,NMS
VRTX,113436426240,NMS
PH,112994082816,NYQ
COF,113458970624,NYQ
MDT,111248629760,NYQ
MO,110775533568,NYQ
NOW,110315200512,NYQ
GSK,111166013440,NYQ
SO,108043640832,NYQ
EQNR,105187401728,NYQ
CME,107155374080,NMS
MCK,106808483840,NYQ
DELL,108767248384,NYQ
HCA,105826967552,NYQ
CMCSA,104616206336,NMS
SBUX,102069878784,NMS
DUK,101899698176,NYQ
AEM,102275932160,NYQ
CNQ,101898387456,NYQ
CEG,101170782208,NMS
SPOT,99834404864,NYQ
CRWD,99013476352,NMS
ADBE,99088384000,NMS
NOC,97369333760,NYQ
EQIX,96313409536,NMS
VRT,95871524864,NYQ
BMO,95934488576,NYQ
SNDK,93776805888,NMS
MFG,97120698368,NYQ
BSX,93257490432,NYQ
GD,92959711232,NYQ
WM,92682526720,NYQ
HWM,92760154112,NYQ
TT,92407513088,NYQ
WDC,92480339968,NMS
IBN,94204403712,NYQ
CVS,91370201088,NYQ
ITUB,92358238208,NYQ
BN,91525308416,NYQ
ICE,89677684736,NYQ
WMB,88905367552,NYQ
STX,87764180992,NMS
MELI,87656448000,NMS
CM,87203160064,NYQ
MAR,86668500992,NMS
MRVL,86615089152,NMS
BNS,85738283008,NYQ
FDX,84986953728,NYQ
FCX,84478713856,NYQ
E,83469565952,NYQ
MRSH,84974837760,NYQ
PNC,84133675008,NYQ
UPS,83590815744,NYQ
NGG,84114546688,NYQ
KKR,85666054144,NYQ
PWR,82144059392,NYQ
ADP,82175893504,NMS
EPD,81801027584,NYQ
BK,82726526976,NYQ
USB,80807714816,NYQ
AMT,80792748032,NYQ
JCI,80150061056,NYQ
REGN,81683357696,NMS
SHW,79424200704,NYQ
SU,78718001152,NYQ
NKE,78193852416,NYQ
MCO,77654188032,NYQ
EOG,77560578048,NYQ
ORLY,77400735744,NMS
SLB,77143236608,NYQ
CDNS,76717703168,NMS
CSX,76334800896,NMS
AMX,77653204992,NYQ
SNPS,75950514176,NMS
MMM,76492636160,NYQ
ABNB,75706621952,NMS
ECL,75130372096,NYQ
ITW,75015577600,NYQ
KMI,74597752832,NYQ
RCL,75045150720,NYQ
CMI,74335780864,NYQ
MDLZ,74376265728,NMS
VLO,73883402240,NYQ
EMR,73672818688,NYQ
ING,75772329984,NYQ
PSX,73007546368,NYQ
NET,72627609600,NYQ
MPC,71969652736,NYQ
MSI,72279867392,NYQ
LYG,73659711488,NYQ
BAM,72816607232,NYQ
AEP,71250296832,NMS
SPG,60613533696,NYQ
MNST,70885498880,NMS
BCS,73197346816,NYQ
CP,70581911552,NYQ
CRH,70268813312,NYQ
CI,71255810048,NYQ
ROST,70453772288,NMS
NU,69776031744,NYQ
HLT,70678880256,NYQ
CVNA,69303705600,NYQ
AON,69376802816,NYQ
NTES,72001150976,NMS
CL,68380192768,NYQ
B,68746575872,NYQ
WBD,68835860480,NMS
RSG,67667587072,NYQ
CTAS,67661402112,NMS
VALE,68630118400,NYQ
GM,69498167296,NYQ
ET,66398068736,NYQ
TDG,65450598400,NYQ
DASH,65229115392,NMS
TRP,65282523136,NYQ
APD,64679337984,NYQ
LHX,64561291264,NYQ
OXY,64460185600,NYQ
NSC,64452173824,NYQ
APO,64670683136,NYQ
ELV,64611291136,NYQ
SRE,63484321792,NYQ
TRV,65063137280,NYQ
DLR,63038263296,NYQ
CNI,62914260992,NYQ
HOOD,62391377920,NMS
TEL,61354790912,NYQ
COR,61109874688,NYQ
PCAR,60740808704,NMS
BKR,60546785280,NMS
FTNT,60770926592,NMS
LNG,61075025920,NYQ
WPM,59664076800,NYQ
RACE,60268720128,NYQ
RELX,59282878464,NYQ
NWG,59909718016,NYQ
MPLX,58043908096,NYQ
MFC,57729372160,NYQ
O,57047330816,NYQ
TFC,58806956032,NYQ
OKE,56926142464,NYQ
AFL,57500536832,NYQ
TAK,58508251136,NYQ
CTVA,56296984576,NYQ
AZO,55962460160,NYQ
FANG,55792398336,NMS
AJG,55682719744,NYQ
CIEN,54920359936,NYQ
TGT,54886096896,NYQ
DB,57760493568,NYQ
D,54337601536,NYQ
TRGP,53894860800,NYQ
ALL,53812158464,NYQ
MPWR,53703163904,NMS
INFY,55134236672,NYQ
FAST,53282447360,NMS
SNOW,52138475520,NYQ
GWW,51674972160,NYQ
ETR,51438252032,NYQ
EA,51019223040,NMS
VST,50894114816,NYQ
ADSK,50752798720,NMS
LITE,50177064960,NMS
EXC,50156044288,NMS
