ticker,marketCap,exchange
SYK,139282513920,NYQ
UL,140603703296,NYQ
TTE,137208799232,NYQ
ADBE,138467377152,NMS
RIO,133487722496,NYQ
BBVA,137047015424,NYQ
UNP,134220447744,NYQ
DE,132959092736,NYQ
PANW,128937582592,NMS
HON,138372399104,NMS
WELL,129716002816,NYQ
BUD,129345814528,NYQ
ETN,127822757888,NYQ
SMFG,129504583680,NYQ
LMT,128258621440,NYQ
PGR,126200070144,NYQ
MDT,124785721344,NYQ
PLD,120381169664,NYQ
NEM,123685429248,NYQ
CEG,122128891904,NMS
CB,123001946112,NYQ
COP,121016262656,NYQ
SNY,117262524416,NMS
BTI,120393867264,NYQ
KKR,123295776768,NYQ
ARM,117426020352,NMS
VRTX,118698614784,NMS
CRWD,117034934272,NMS
PH,116847001600,NYQ
BMY,114938413056,NYQ
IBN,113096286208,NYQ
SPOT,110311841792,NYQ
MELI,108578414592,NMS
HCA,109838893056,NYQ
BN,106654588928,NYQ
ADP,107016544256,NMS
CMCSA,113466130432,NMS
HOOD,105151143936,NMS
MCK,102711656448,NYQ
GSK,102022397952,NYQ
CVS,101162467328,NYQ
SBUX,101565775872,NMS
SNPS,100688855040,NMS
CVNA,98753970176,NYQ
ENB,100166950912,NYQ
AEM,99641180160,NYQ
MO,97099038720,NYQ
NKE,96868884480,NYQ
MFG,98805571584,NYQ
ICE,97025712128,NYQ
GD,96353239040,NYQ
CME,96247685120,NMS
SO,95564898304,NYQ
MCO,95709356032,NYQ
BMO,95898681344,NYQ
UPS,91354161152,NYQ
MMC,91609219072,NYQ
DUK,90990256128,NYQ
DASH,91121704960,NMS
NTES,92789751808,NMS
NOC,90465869824,NYQ
BNS,90202644480,NYQ
BCS,88695955456,NYQ
WM,88824119296,NYQ
HWM,88582201344,NYQ
CDNS,88511561728,NMS
CRH,87640768512,NYQ
MMM,87721451520,NYQ
SHW,88116887552,NYQ
BP,87460945920,NYQ
BAM,86428893184,NYQ
MAR,86934364160,NMS
TT,85546033152,NYQ
PNC,84945117184,NYQ
USB,84415496192,NYQ
CM,84963762176,NYQ
ABNB,84764024832,NMS
BK,84504772608,NYQ
APO,83499597824,NYQ
RCL,83177455616,NYQ
NU,83222757376,NYQ
FCX,82623447040,NYQ
ING,83424747520,NYQ
REGN,85125931008,NMS
ELV,82944425984,NYQ
EMR,81112072192,NYQ
B,84003569664,NYQ
ORLY,80711483392,NMS
DELL,81576771584,NYQ
AMT,80649248768,NYQ
NGG,79166857216,NYQ
ITUB,81583120384,NYQ
LYG,80427458560,NYQ
TDG,78395072512,NYQ
EQIX,78101135360,NMS
CTAS,78149468160,NMS
RELX,78451253248,NYQ
SE,77797335040,NYQ
ECL,77469310976,NYQ
GM,77951369216,NYQ
CMI,76489777152,NYQ
MNST,75914543104,NMS
AON,76121579520,NYQ
PBR,77106847744,NYQ
PBR-A,76285411328,NYQ
GLW,74773569536,NYQ
ITW,74262044672,NYQ
SNOW,74014433280,NYQ
DB,75324571648,NYQ
FDX,73451757568,NYQ
CI,72773083136,NYQ
WMB,72967823360,NYQ
INFY,71222370304,NYQ
MDLZ,71451672576,NMS
WBD,70578593792,NMS
MRVL,71261184000,NMS
EPD,69439488000,NYQ
SPG,69534334976,NYQ
HLT,69997191168,NYQ
WDC,68867620864,NMS
TEL,69125431296,NYQ
NWG,69195800576,NYQ
JCI,72828198912,NYQ
AJG,68063596544,NYQ
RACE,66915430400,NYQ
SLB,67077173248,NYQ
CNQ,66851540992,NYQ
STX,66453155840,NMS
CL,66266021888,NYQ
RSG,66492600320,NYQ
COR,65758441472,NYQ
COIN,65410846720,NMS
CSX,65091231744,NMS
VRT,64525324288,NYQ
CP,65103880192,NYQ
RKT,64455716864,NYQ
MSI,64254951424,NYQ
TFC,64748986368,NYQ
NET,64305315840,NYQ
NSC,63956918272,NYQ
PWR,64004268032,NYQ
LHX,63607554048,NYQ
MFC,62915145728,NYQ
TRV,63433711616,NYQ
AEP,62772039680,NMS
PCAR,61858566144,NMS
ROST,62199525376,NMS
AMX,61897977856,NYQ
CNI,62055874560,NYQ
KMI,60302127104,NYQ
URI,60556673024,NYQ
NXPI,59915030528,NMS
VALE,59948314624,NYQ
EQNR,59624407040,NYQ
APD,58924490752,NYQ
ADSK,59378008064,NMS
FTNT,60167208960,NMS
VST,58239021056,NYQ
SRE,58264879104,NYQ
ET,58213072896,NYQ
BDX,57927921664,NYQ
TRI,58650976256,NMS
AZO,57850564608,NYQ
AFL,58641596416,NYQ
ARES,57783148544,NYQ
SNDK,56750665728,NMS
IDXX,57068949504,NMS
WPM,58725449728,NYQ
NDAQ,56949178368,NMS
PSX,56874426368,NYQ
EOG,57484918784,NYQ
E,55490863104,NYQ
SU,57164914688,NYQ
F,56400576512,NYQ
DLR,55833829376,NYQ
ZTS,55915974656,NYQ
WDAY,56003248128,NMS
VLO,56077299712,NYQ
ALL,54954037248,NYQ
MPLX,54545506304,NYQ
O,53954772992,NYQ
TRP,56369414144,NYQ
PYPL,54537777152,NMS
RBLX,52770758656,NYQ
MPC,53361647616,NYQ
CMG,53581762560,NYQ
MET,52430651392,NYQ
BIDU,52426797056,NMS
EA,51059163136,NMS
TCOM,50771914752,NMS
TAK,54442008576,NYQ
