ticker,marketCap,exchange
CB,134145736704,NYQ
SPGI,133801263104,NYQ
BBVA,132444880896,NYQ
GLW,129018241024,NYQ
UBS,130905292800,NYQ
ACN,129435385856,NYQ
PH,127375196160,NYQ
BMY,127014862848,NYQ
VRTX,126211801088,NMS
AEM,125877444608,NYQ
MDT,125384204288,NYQ
PGR,125247496192,NYQ
COF,124374925312,NYQ
PANW,121518718976,NMS
MCK,121867771904,NYQ
CEG,119413374976,NMS
GSK,118652755968,NYQ
HCA,118452682752,NYQ
SNY,117517737984,NMS
ENB,115942449152,NYQ
MO,115895492608,NYQ
CME,114864218112,NMS
BSX,114036596736,NYQ
INTU,113873952768,NMS
NOW,113965998080,NYQ
MFG,109145726976,NYQ
SBUX,111674179584,NMS
CMCSA,112814972928,NMS
SO,107225587712,NYQ
IBN,111369756672,NYQ
ADBE,109844824064,NMS
SPOT,106023067648,NYQ
HWM,105668321280,NYQ
PBR,107169808384,NYQ
PBR-A,103439663104,NYQ
NOC,103383564288,NYQ
TT,102514376704,NYQ
DUK,101756977152,NYQ
BMO,101642756096,NYQ
CVS,101649670144,NYQ
BP,99546103808,NYQ
BN,98519539712,NYQ
UPS,98461835264,NYQ
DELL,99243245568,NYQ
FCX,97844690944,NYQ
VRT,97520525312,NYQ
WM,97139384320,NYQ
ITUB,99790577664,NYQ
GD,96542662656,NYQ
EQIX,95725846528,NMS
WDC,95629238272,NMS
SNDK,93758324736,NMS
CRWD,93775577088,NMS
BNS,94389428224,NYQ
ICE,93583409152,NYQ
NGG,93231595520,NYQ
CM,94123450368,NYQ
NKE,92050235392,NYQ
STX,88938921984,NMS
WMB,91307843584,NYQ
CNQ,91240792064,NYQ
FDX,91314757632,NYQ
MAR,90553180160,NMS
MRSH,91485741056,NYQ
AMT,89838682112,NYQ
SHW,89840648192,NYQ
MELI,89104351232,NMS
JCI,88321155072,NYQ
MMM,87074045952,NYQ
ECL,87335714816,NYQ
ADP,86697631744,NMS
PNC,85856059392,NYQ
B,85007785984,NYQ
USB,84996300800,NYQ
EMR,84767039488,NYQ
MCO,84676706304,NYQ
PWR,83964174336,NYQ
RCL,84802822144,NYQ
ING,83218866176,NYQ
BCS,83646144512,NYQ
ITW,83759570944,NYQ
MNST,83339911168,NMS
CDNS,82177015808,NMS
BK,83054280704,NYQ
ABNB,81000333312,NMS
LYG,81575124992,NYQ
CMI,80670662656,NYQ
CTAS,80827449344,NMS
REGN,82638004224,NMS
CRH,80405495808,NYQ
MSI,80322813952,NYQ
CL,79465472000,NYQ
CSX,79384477696,NMS
SNPS,79205736448,NMS
MDLZ,79460278272,NMS
ORLY,79244484608,NMS
CP,78629904384,NYQ
AMX,78356627456,NYQ
EPD,78252040192,NYQ
KKR,81193467904,NYQ
SPG,76888793088,NYQ
SLB,76770320384,NYQ
DASH,76663218176,NMS
CI,77418405888,NYQ
BAM,75453800448,NYQ
KMI,74019307520,NYQ
WPM,74398441472,NYQ
CVNA,73228713984,NYQ
EQNR,74421796864,NYQ
VALE,73337643008,NYQ
TDG,73573195776,NYQ
NU,72586723328,NYQ
NTES,73950076928,NMS
COR,72392654848,NYQ
AEP,72378089472,NMS
AON,72104329216,NYQ
HLT,72468635648,NYQ
MRVL,69281292288,NMS
GM,73425510400,NYQ
RSG,70890061824,NYQ
NSC,70681796608,NYQ
ELV,70625492992,NYQ
WBD,69858426880,NMS
CNI,68681048064,NYQ
E,69056806912,NYQ
HOOD,68288393216,NMS
DB,67672702976,NYQ
LHX,68188246016,NYQ
TEL,67557191680,NYQ
RACE,67862937600,NYQ
SU,68362194944,NYQ
TRP,66998562816,NYQ
TRV,68846297088,NYQ
EOG,67325620224,NYQ
ROST,66879528960,NMS
NWG,66155331584,NYQ
PCAR,66310025216,NMS
ET,64815529984,NYQ
AU,64525737984,NYQ
BKR,64492314624,NMS
SE,64204558336,NYQ
SRE,62833647616,NYQ
O,62696923136,NYQ
RELX,62645403648,NYQ
AZO,62465302528,NYQ
DLR,61985345536,NYQ
PSX,62368497664,NYQ
TFC,63079636992,NYQ
APD,61379584000,NYQ
VLO,63571771392,NYQ
NET,60591423488,NYQ
APO,60712202240,NYQ
MPLX,59945820160,NYQ
MFC,59643265024,NYQ
TAK,59234865152,NYQ
AJG,58670219264,NYQ
VST,58918367232,NYQ
FTNT,60558004224,NMS
MPC,59582423040,NYQ
AFL,59188187136,NYQ
INFY,58419765248,NYQ
SNOW,57629904896,NYQ
NXPI,57363800064,NMS
F,56211709952,NYQ
ALL,56135962624,NYQ
MPWR,55661723648,NMS
D,53916082176,NYQ
ZTS,57774882816,NYQ
AME,55069372416,NYQ
GWW,54431150080,NYQ
ASX,53123309568,NYQ
PSA,53891010560,NYQ
CAH,53941489664,NYQ
FNV,54307274752,NYQ
CTVA,54139645952,NYQ
CARR,53828349952,NYQ
FER,53482098688,NMS
URI,53449322496,NYQ
FAST,52862173184,NMS
KEYS,52799291392,NYQ
OXY,52351033344,NYQ
IDXX,52541480960,NMS
GFI,52954681344,NYQ
OKE,52124901376,NYQ
ADSK,52370309120,NMS
CCJ,51605123072,NYQ
TGT,51706077184,NYQ
RKT,51221041152,NYQ
FERG,52355710976,NYQ
TRGP,50742239232,NYQ
EXC,50602500096,NMS
BDX,63937839104,NYQ
EW,50766540800,NYQ
FIX,50416668672,NYQ
EA,50193387520,NMS
TER,50102599680,NMS
LITE,50044973056,NMS
