ticker,marketCap,exchange
PNC,89951715328,NYQ
ICE,89547038720,NYQ
JCI,89380020224,NYQ
NGG,89064128512,NYQ
USB,88106303488,NYQ
CVNA,87458799616,NYQ
BSX,85618548736,NYQ
ADP,84903165952,NMS
AMT,85123325952,NYQ
SLB,85038882816,NYQ
CSX,84415250432,NMS
EPD,83660144640,NYQ
ABNB,83447562240,NMS
ING,83100983296,NYQ
ORLY,82729902080,NMS
FCX,82943279104,NYQ
E,83278782464,NYQ
NOC,82305556480,NYQ
ELV,81744265216,NYQ
SU,81516175360,NYQ
MRSH,80801759232,NYQ
MCO,80674308096,NYQ
BE,80600014848,NYQ
BCS,79811739648,NYQ
AMX,80015327232,NYQ
MPWR,79296593920,NMS
CRH,79128281088,NYQ
LYG,79411986432,NYQ
EMR,78927282176,NYQ
MDLZ,78867439616,NMS
SHW,79320473600,NYQ
CP,77620494336,NYQ
SPG,77540786176,NYQ
BAM,78649442304,NYQ
CI,76857827328,NYQ
MMM,76420038656,NYQ
VLO,75528044544,NYQ
MNST,75367219200,NMS
EOG,75305574400,NYQ
CIEN,74598989824,NYQ
AEP,74527989760,NMS
ITW,74358480896,NYQ
APO,74209533952,NYQ
NXPI,74122977280,NMS
HLT,73774006272,NYQ
ECL,73599639552,NYQ
DASH,73488629760,NMS
ROST,73677520896,NMS
KMI,73130024960,NYQ
MPC,73120620544,NYQ
MSI,72968372224,NYQ
NTES,74986438656,NMS
NET,72431083520,NYQ
REGN,74127482880,NMS
PSX,71827505152,NYQ
DLR,71356407808,NYQ
NSC,70933520384,NYQ
RCL,71354556416,NYQ
NU,70381477888,NYQ
CTAS,69899223040,NMS
NOK,72070512640,NYQ
TRP,69725462528,NYQ
VALE,69767774208,NYQ
ET,69459951616,NYQ
GM,69329035264,NYQ
BKR,69117419520,NMS
CL,68484489216,NYQ
CNI,68018057216,NYQ
WBD,67808083968,NMS
APD,66807930880,NYQ
AON,66560200704,NYQ
ASX,68911841280,NYQ
B,66073042944,NYQ
NKE,65692151808,NYQ
HOOD,65637814272,NMS
MFC,65701703680,NYQ
TDG,65508204544,NYQ
TRV,64886403072,NYQ
RELX,65015566336,NYQ
FIX,64781258752,NYQ
RSG,64639815680,NYQ
LITE,64425648128,NMS
TFC,64162770944,NYQ
NWG,63354630144,NYQ
PCAR,62522806272,NMS
COHR,59939823616,NYQ
SRE,62144995328,NYQ
TEL,61782667264,NYQ
FTNT,61723521024,NMS
UI,61247647744,NYQ
AZO,61367709696,NYQ
RACE,61266075648,NYQ
CRWV,58947129344,NMS
URI,60130672640,NYQ
OXY,60076896256,NYQ
O,59900624896,NYQ
KEYS,60010438656,NYQ
COR,59917398016,NYQ
LHX,59874213888,NYQ
TGT,58929369088,NYQ
AFL,58031943680,NYQ
DB,59403730944,NYQ
OKE,58252836864,NYQ
FANG,57846136832,NMS
LNG,57777147904,NYQ
MSTR,57971503104,NMS
WPM,57420115968,NYQ
MPLX,57125548032,NYQ
D,56693227520,NYQ
CARR,56116056064,NYQ
ALL,55927271424,NYQ
TRGP,55904657408,NYQ
GWW,54966677504,NYQ
CVE,54960488448,NYQ
CTVA,54386589696,NYQ
ETR,53982982144,NYQ
AME,53944905728,NYQ
TER,53773463552,NMS
VST,53436616704,NYQ
CCJ,53587980288,NYQ
PSA,53093814272,NYQ
TAK,52695339008,NYQ
AJG,53065437184,NYQ
FERG,53751136256,NYQ
SE,51987685376,NYQ
NDAQ,51978858496,NMS
XEL,51774251008,NMS
MET,51679326208,NYQ
FAST,51581214720,NMS
NUE,51306561536,NYQ
EA,50643841024,NMS
INFY,50421121024,NYQ
MCHP,50276900864,NMS
ADSK,50006999040,NMS
