ticker,marketCap,exchange
CRH,72693497856,NYQ
MPC,72625078272,NYQ
CL,72121057280,NYQ
ECL,72048001024,NYQ
ORLY,71998767104,NMS
CNI,71912431616,NYQ
BSX,71805820928,NYQ
B,71464361984,NYQ
ITW,71142457344,NYQ
EOG,71041998848,NYQ
COHR,70717751296,NYQ
PSX,70516449280,NYQ
TDG,70382346240,NYQ
VALE,69276205056,NYQ
F,69493047296,NYQ
TRP,69402517504,NYQ
DASH,69405630464,NMS
KMI,69147590656,NYQ
AEP,68921786368,NMS
CTAS,68527443968,NMS
NSC,68492185600,NYQ
NKE,68461408256,NYQ
DLR,67962822656,NYQ
WBD,67717763072,NMS
AON,67503128576,NYQ
MSI,66942697472,NYQ
LITE,66515890176,NMS
ET,65967022080,NYQ
NWG,63868710912,NYQ
FIX,64323682304,NYQ
MFC,63734927360,NYQ
NU,63834660864,NYQ
BKR,63373348864,NMS
REGN,64452943872,NMS
URI,62375297024,NYQ
TEL,62293483520,NYQ
TRV,62068862976,NYQ
APD,62043291648,NYQ
RSG,61668192256,NYQ
STM,61602316288,NYQ
DB,61795184640,NYQ
WPM,60216987648,NYQ
RACE,59938717696,NYQ
TFC,60063825920,NYQ
CRWV,59756322816,NMS
NBIS,58673332224,NMS
D,58874568704,NYQ
ALAB,58767212544,NMS
LHX,58716438528,NYQ
TER,58595295232,NMS
RELX,57856057344,NYQ
UMC,55655976960,NYQ
GWW,58272321536,NYQ
SRE,58263392256,NYQ
PCAR,58086215680,NMS
KEYS,57765953536,NYQ
TGT,57712287744,NYQ
O,57143140352,NYQ
AFL,57220079616,NYQ
HPE,57107804160,NYQ
NUE,56935235584,NYQ
OXY,56326164480,NYQ
MSTR,55858016256,NMS
MPLX,55455199232,NYQ
SE,55448223744,NYQ
FLEX,55242461184,NMS
TRGP,54749220864,NYQ
VST,54026743808,NYQ
DAL,54188896256,NYQ
FANG,53865873408,NMS
PSA,53311488000,NYQ
MET,53205790720,NYQ
ALL,53051879424,NYQ
CARR,53049171968,NYQ
OKE,52884959232,NYQ
MT,52781297664,NYQ
COR,52406964224,NYQ
CTVA,52355227648,NYQ
NDAQ,52323831808,NMS
CBRS,52045459456,NMS
ARGX,52245168128,NMS
AME,51765501952,NYQ
AJG,51673604096,NYQ
CVE,51413057536,NYQ
DVN,51314909184,NYQ
MCHP,51307806720,NMS
TAK,50428391424,NYQ
FAST,50743152640,NMS
EA,50581590016,NMS
ROK,50191228928,NYQ
