ticker,marketCap,sector,trailingPE,forwardPE,pegRatio,priceToFreeCashFlow,beta,returnOnEquity,debtToEquity,returnOnInvestedCapital,grossMargins,operatingMargins,profitMargins,enterpriseToEbitda,priceMomentum12M
RTX,271974318080.0,Industrials,40.850803,26.98139,4.921783493975903,42.125744042939345,0.418,0.109519996,59.513,,0.20076999,0.110240005,0.07598,20.793,54.92923676587467
MS,264394604544.0,Financial Services,16.308521,13.553927,0.7878512560386474,,1.179,0.15614,455.747,,0.87059,0.38625,0.23986,,28.448944649029517
GS,260209967104.0,Financial Services,16.74922,13.222787,0.9681630057803471,,1.311,0.13861,596.073,,0.82883,0.38319,0.28917998,,40.25365492999266
WFC,255678431232.0,Financial Services,13.011181,10.279327,0.993219923664122,,1.062,0.11732,,,0.0,0.29938,0.26659,,6.2539371918435505
SAP,235144069120.0,Technology,27.307587,19.95965,5.4615174,27.680060277021564,0.706,0.16122,16.586,,0.73764,0.29213,0.19459,20.805,-26.053767249261096
TMUS,242816598016.0,Communication Services,22.311409,15.445145,,29.913510031481565,0.435,0.18177,208.851,,0.63165003,0.18365,0.124469995,10.885,-18.128527392960116
GEV,237025542144.0,Industrials,49.49575,38.754875,0.0736872859907697,44.61388858087883,,0.42641,9.727,,0.20082001,0.07384,0.1283,76.407,161.24934062801054
MCD,243381927936.0,Consumer Cyclical,28.56449,23.823809,3.483474390243902,38.577278149427464,0.528,,,,0.57407004,0.45071,0.3185,20.306,13.19530618231084
LIN,235441291264.0,Basic Materials,34.728638,26.077719,,49.188613404026555,0.847,0.17817,70.63,,0.48835,0.28172,0.20297001,19.482,10.249715514775225
RY,234947575808.0,Financial Services,16.26751,13.149839,1.1788050724637682,,1.013,0.15395,,,0.0,0.46194,0.33137,,44.023656517915
SHEL,236167872512.0,Energy,13.918334,11.740921,0.037576495680345566,10.87787110283799,-0.107,0.101940006,43.146,,0.25402,0.09811,0.06684,9.87,28.76176628808025
PEP,232092319744.0,Consumer Defensive,28.33723,18.58763,0.41981081481481486,28.17709853961946,0.416,0.42848,258.081,,0.5446,0.14068,0.08773,15.165,15.021208458402313
INTC,227830087680.0,Technology,-760.1666666666666,46.01586,,,1.377,0.00022,37.282,,0.36563998,0.051409997,-0.00505,19.757,92.20396493822136
AMGN,209244504064.0,Healthcare,27.239298,16.690115,0.24299106155218558,27.89229401310222,0.472,0.010610299,640.275,,0.70783997,0.30549,0.20982,15.379,29.954424093216513
IBM,224532758528.0,Technology,21.543499,17.90178,0.23963847608453837,17.06613488415737,0.691,0.35158002,197.328,,0.58186,0.24768999,0.15685001,17.099,-2.4792957477922095
VZ,211474677760.0,Communication Services,12.349753,9.551823,,12.265623822795318,0.316,0.17069,174.78,,0.59071,0.20989001,0.124280006,7.571,24.298382690240672
AXP,212786266112.0,Financial Services,20.084524,15.367486,1.2099110843373493,,1.128,0.33992,190.921,,0.63469005,0.17459999,0.16174999,,3.730473871991369
BHP,209542103040.0,Basic Materials,20.240694,16.540304,0.7360252363636364,25.453076580488613,0.684,0.24712999,52.639,,0.83085,0.40728,0.18972999,16.54,71.64104553963845
MUFG,210855886848.0,Financial Services,17.259258,18.097088,1.9838227586206898,,0.159,0.06113,,,0.0,0.34842,0.22768,,49.29853586205306
KLAC,200314191872.0,Technology,44.447525,32.94628,1.0867365525672372,62.00212820492045,1.455,0.010072600000000001,111.778,,0.61574,0.41313,0.35764,34.958,116.70744925297862
ABT,202502406144.0,Healthcare,31.27688,18.634903,,32.170099076536225,0.751,0.12961,26.787,,0.56664,0.21616,0.14718,17.287,-14.112617462621524
T,198575489024.0,Communication Services,9.213816,10.996561,,15.579395265544157,0.608,0.18805,124.179,,0.59554,0.18416001,0.17472,8.032,6.66452988581796
TMO,195785228288.0,Healthcare,29.408014,19.358532,3.2675571111111115,44.85728585861276,0.949,0.13024001,73.566,,0.41682,0.19992,0.15045999,20.206,-1.1356580597296828
NEE,195371843584.0,Utilities,28.415152,21.399637,1.0928904615384616,,0.761,0.083739996,146.242,,0.62268,0.24445999,0.24934,21.336,37.60685057133064
TXN,192728039424.0,Technology,38.919266,26.820171,,,0.995,0.30148,90.819,,0.57023996,0.33370999,0.28283,25.252,11.642400985606226
C,197159239680.0,Financial Services,15.763949,9.121689,,,1.141,0.06831,,,0.0,0.25656998,0.18893999,,41.40647932143642
DIS,188049965056.0,Communication Services,15.6170845,14.419658,,59.17529038248925,1.419,0.12024,40.909,,0.37284002,0.15361,0.128,12.139,-5.788479506318778
GILD,184909578240.0,Healthcare,21.969025,15.41123,0.938847222222222,24.521785686977633,0.387,0.40655,112.923,,0.78839993,0.37375,0.28903,13.772,33.946393379952625
SAN,182473654272.0,Financial Services,13.010526,10.014989,0.5142500395256917,,0.941,0.12685001,,,0.0,0.4369,0.30107,,97.03202834802171
SCCO,180329414656.0,Basic Materials,41.98077,38.31532,0.6950458609271524,53.12223768322445,1.071,0.42749,65.98,,0.60066,0.54535,0.32301998,23.229,161.23056657773654
CRM,185440075776.0,Technology,25.971998,13.083937,1.4509496089385476,10.825437415684611,1.276,0.123959996,29.042,,0.77676004,0.19239001,0.17958,15.121,-34.1743658580503
ISRG,178811633664.0,Healthcare,64.1414,44.01488,3.8639397590361444,78.60413120385675,1.662,0.16690001,0.953,,0.65996003,0.30155,0.28375998,48.669,-12.150400671317474
APH,179539132416.0,Technology,43.730537,28.383707,0.7592107118055555,54.7362887244681,1.21,0.36851,118.935,,0.37217999,0.27469,0.1849,26.434,120.99718656625794
TJX,179917684736.0,Consumer Cyclical,35.686535,28.500206,1.261008303886926,45.58321876646518,0.738,0.59129,132.375,,0.30963,0.13267,0.091000006,22.448,31.157317973265307
BLK,164961107968.0,Financial Services,30.11983,17.171576,,23.44343282845735,1.488,0.107159995,24.367,,0.46705002,0.36744,0.22930999,17.734,10.968215942346848
ADI,174214037504.0,Technology,78.1956,27.585432,0.6700565552699228,41.997312794706346,1.031,0.07862,25.753,,0.62842,0.33067,0.23024,32.67,57.2013692540257
BA,178690015232.0,Industrials,91.745964,48.37256,,101.42757095503838,1.14,0.0290084,1032.894,,0.04828,-0.03178,0.02498,-63.745,30.292615036394622
TTE,170634117120.0,Energy,13.8996525,11.114169,,12.626003541991466,0.253,0.112349994,52.263,,0.35978,0.09474,0.07199,6.286,39.56627742614847
RIO,165003493376.0,Basic Materials,16.338816,11.124051,,35.6334206659524,0.617,0.16399999,35.432,,0.28124002,0.25318,0.17291,8.901,74.14081531951102
DE,170698309632.0,Industrials,34.01999,27.270185,,40.640031520861015,1.004,0.19566,239.633,,0.26248,0.092709996,0.10302,26.555,32.76583491738432
ANET,168114569216.0,Technology,48.545456,31.48867,2.541646910994764,49.51288696713792,1.444,0.314,0.179,,0.64056,0.41519,0.38991,39.969,43.47124730962386
NVO,166460030976.0,Healthcare,10.288462,10.869704,,334.8751056675268,0.403,0.60696,67.488,,0.82405996,0.44528,0.33143002,1.764,-57.54850512667482
SCHW,172808880128.0,Financial Services,20.473118,14.014096,0.498129391727494,,0.909,0.18101999,115.32,,0.97407997,0.49683997,0.37005,,21.17606500555769
BUD,157272408064.0,Consumer Defensive,23.879055,16.42954,0.37723625592417065,13.233874525839903,0.706,0.09094,75.033,,0.55932,0.24949,0.11526,11.829,37.62419528114454
UL,161260437504.0,Consumer Defensive,24.101307,18.344479,,25.22326275419328,0.237,0.30955,160.789,,1.0,0.20211,0.18749,16.154,19.616894208352107
SHOP,157562748928.0,Technology,128.43617,52.67843,,115.07836182695728,2.822,0.09836,1.395,,0.4807,0.20289,0.106520005,78.687,7.794642857142864
TD,163995189248.0,Financial Services,11.5218935,12.895837,0.2245983138401559,,0.881,0.17815,,,0.0,0.35887,0.33021998,,66.3637791986642
UBER,156709961728.0,Technology,15.945031,17.59063,,24.45951069822327,1.206,0.39925998,43.806,,0.38497,0.12349,0.19326,25.497,-0.7762164447423947
PFE,157209821184.0,Healthcare,20.330881,9.766073,,,0.441,0.085760005,66.531,,0.75807,0.24628,0.124180004,7.959,12.209692695476138
UNP,157236887552.0,Industrials,22.118532,19.622145,3.2527252941176465,40.13192035066723,0.987,0.40377,177.733,,0.56353,0.40887,0.29123,15.159,9.947520418736522
HON,164147920896.0,Industrials,32.135883,21.167088,,33.18004046903073,0.93,0.26136,236.613,,0.36933997,0.15413,0.1263,21.092,24.002980002431286
QCOM,152046911488.0,Technology,28.759598,12.672189,,14.572834827018207,1.238,0.2148,64.218,,0.55101,0.27473,0.11958,11.253,-7.395364519947889
HDB,163369435136.0,Financial Services,21.52027,23.400192,1.8713278260869566,,0.396,0.14015001,,,0.0,0.34794998,0.26187,,4.663271359023957
LMT,152278269952.0,Industrials,30.579926,20.56709,0.18993742857142856,28.667541110256103,0.23,0.76865,338.804,,0.1024,0.090100005,0.06685,20.526,50.42713128290119
DHR,148951826432.0,Healthcare,41.87674,23.112509,3.3501391999999997,32.7016302032516,0.958,0.07053,37.487,,0.59231997,0.2217,0.1471,20.937,2.0231240538686635
LOW,148410941440.0,Consumer Cyclical,21.883375,19.341213,,27.484140836525263,0.978,,,,0.33476,0.08298001,0.07712,15.53,8.551330533059032
PDD,147259932672.0,Consumer Cyclical,10.341974,8.269085,0.626786303030303,1.6838889683707388,-0.014,0.30533,2.727,,0.56649,0.23113,0.24435,1.798,-8.760666925431238
SYK,148276543488.0,Healthcare,46.071342,23.154886,0.8241742754919499,35.55686029179361,0.869,0.15079,72.971,,0.65042,0.27235,0.12923999,23.102,1.2567019826194237
SMFG,142793326592.0,Financial Services,15.583333,54.73171,1.1052009219858157,,0.164,0.04933,,,0.0,0.39305001,0.20729999,,48.93491449202914
APP,146932695040.0,Communication Services,43.303783,21.84653,0.511260720188902,49.46112070329913,2.49,0.021294499999999997,171.801,,0.87864,0.76917,0.60827,34.577,33.47148432317941
ETN,146345656320.0,Industrials,35.97321,24.470757,1.9033444444444447,56.69086631174229,1.18,0.21525998,54.877,,0.37646,0.19461,0.1489,24.824,29.45359588342884
NEM,141864189952.0,Basic Materials,20.3125,12.192193,,14.880043107317908,0.437,0.22343999,16.738,,0.63236,0.58287,0.31254,10.034,208.59964031578318
BX,139404132352.0,Financial Services,29.294575,14.244306,0.6892841176470588,,1.761,0.29228002,60.811,,1.0,0.52829,0.21243,,-27.258782544300054
WELL,144518496256.0,Real Estate,144.83916,62.574017,,63.234341557735625,0.832,0.025390001,49.488,,0.40223,-0.28201,0.08644,60.774,37.164093685131895
SONY,137514647552.0,Technology,17.469696,19.378149,,,0.699,0.14917,19.449,,0.29479,0.13736,-0.0161,0.031,-7.649698488604672
COP,138686611456.0,Energy,17.867716,16.77514,,18.523963291314598,0.291,0.12357,37.828,,0.4618,0.16299999,0.13252,6.461,18.352195337642186
PLD,132527226880.0,Real Estate,40.047756,42.589233,6.356786666666666,27.784834436893824,1.439,0.06127,61.78,,0.75691,0.4133,0.36205003,26.647,19.148431905034926
ARM,135351713792.0,Technology,169.93333,59.056847,,164.11241587541844,4.374,0.112679996,5.912,,0.97495,0.15378,0.17148,122.044,-3.2196843821100107
BKNG,136650432512.0,Consumer Cyclical,25.575232,13.53883,0.6660216666666667,20.497560600176683,1.186,,,,0.87357,0.32446,0.20076999,13.5,-14.855626447726877
BTI,135880531968.0,Consumer Defensive,13.245243,11.745451,,45.38806904088214,0.059,0.15824,72.842,,0.82651,0.34576,0.30316,14.255,71.16898319923291
BBVA,132444880896.0,Financial Services,11.120193,11.125541,2.059295,,0.968,0.18268,,,0.0,0.509,0.33212003,,85.16755415698879
SPGI,133801263104.0,Financial Services,30.121336,20.021832,0.94129175,27.06857680210311,1.201,0.13087,37.912,,0.70246005,0.38252997,0.29154,19.488,-16.555054382767175
CB,134145736704.0,Financial Services,13.278535,11.773561,0.4742333928571428,,0.488,0.14337,25.256,,0.30222,0.25537002,0.17131001,11.098,20.17960799841616
GLW,129018241024.0,Technology,82.174866,38.89376,1.0616907751937983,202.69951785986578,1.124,0.14904,76.192,,0.35984,0.1656,0.10212,37.42,204.38032191666906
UBS,130905292800.0,Financial Services,17.555086,11.288828,0.3000869401709402,,0.887,0.088570006,,,0.0,0.2326,0.15835,,24.75753139981025
ACN,129435385856.0,Technology,17.235344,13.989379,,11.548593572312216,1.236,0.25016,25.694,,0.31968,0.16974,0.107609995,10.277,-39.51103230273666
PH,127375196160.0,Industrials,36.764297,29.643108,,51.499578038568984,1.242,0.25781,68.925,,0.37427,0.21724,0.17287001,25.537,52.35565539937552
VRTX,126211801088.0,Healthcare,32.47255,22.729143,0.9870075987841945,49.05024669146073,0.319,0.22541,10.908,,0.53665,0.39602003,0.32939997,24.998,3.551551960566246
BMY,127014862848.0,Healthcare,18.02601,10.179965,0.012948789598448389,11.394661404941687,0.295,0.40442002,254.982,,0.72623,0.28163,0.14637,8.556,9.897247796700803
AEM,125877444608.0,Basic Materials,28.397293,18.636816,0.14177380429355965,30.37694194601974,0.656,0.19578,1.299,,0.71867996,0.6466,0.37467,15.039,163.5425773021216
MDT,125384204288.0,Healthcare,27.279331,16.021235,,30.783293390270316,0.718,0.0939,57.06,,0.65159,0.20007,0.13,15.39,9.476583644125135
COF,124374925312.0,Financial Services,58.053413,7.9594364,2.6150186036036036,,1.124,0.02394,,,0.0,0.22935,0.074829996,,-1.1204425350134106
PGR,125247496192.0,Financial Services,11.1107645,13.255658,0.4409033531746032,,0.318,0.40448,22.745,,0.18546,0.16497,0.12903,8.247,-19.329038770095842
PANW,121518718976.0,Technology,82.73334,37.39031,1.367493223140496,43.32449987199315,0.75,0.16259001,4.887,,0.73502,0.1542,0.12956999,81.022,-21.79803301597274
MCK,121867771904.0,Healthcare,28.487305,22.326712,0.7496659210526315,13.205266668391783,0.413,,,,0.03453,0.01545,0.01091,21.578,54.86650425395201
CEG,119413374976.0,Utilities,44.638702,24.23012,,94.92318895850556,1.136,0.16364,63.94,,0.1838,0.095979996,0.09082,22.302,32.402616595702696
HCA,118452682752.0,Healthcare,18.690897,15.923969,0.4200201573033708,20.341771729566887,1.365,,,,0.415,0.16287,0.08974,10.929,74.23210463557001
SNY,117517737984.0,Healthcare,20.445377,9.135541,,7.060932169458601,0.368,0.06655,28.349,,0.72336996,0.14255999,0.16724001,5.677,-6.707816292919244
ENB,115942449152.0,Energy,22.612766,22.608368,0.07667943709732114,,0.853,0.115550004,161.396,,0.41657,0.17721,0.1149,13.245,29.807137656860917
GSK,118652755968.0,Healthcare,15.726064,11.569753,0.28540950998185116,29.941079240568907,0.272,0.43310001,111.055,,0.72612,0.16674,0.17497998,19.015,63.58680770914879
CME,114864218112.0,Financial Services,28.654709,25.253923,0.8187059714285715,,0.28,0.1475,11.913,,1.0,0.61842996,0.62451,24.904,28.29998938122571
BSX,114036596736.0,Healthcare,39.6134,19.608994,2.1412648648648647,35.17748029020137,0.657,0.12445,48.921,,0.68781,0.19694,0.14437,23.278,-25.95625848144398
MO,115895492608.0,Consumer Defensive,16.757282,11.896208,,15.75990073919638,0.497,,,,0.72306997,0.57078,0.34495,10.866,32.47667683800519
INTU,113873952768.0,Technology,28.092718,15.501705,,21.470363109683564,1.234,0.23457001,,,0.80896,0.15697,0.2157,,-32.91317796476553
MFG,109145726976.0,Financial Services,16.425924,6.3812947,1.0015807317073169,,0.196,0.09653,,,0.0,0.36738,0.26132,,60.174079522098964
SBUX,111674179584.0,Consumer Cyclical,81.68333,33.1414,,,0.937,,,,0.22167999,0.09262,0.036310002,25.215,-13.02601229283079
NOW,113965998080.0,Technology,64.67665,21.558496,19.022544117647055,22.816440072026648,0.978,0.15488,18.536,,0.77533996,0.16508,0.13165,39.846,-41.9151165834465
SO,107225587712.0,Utilities,24.22388,19.816647,,,0.447,0.11043,190.586,,0.48469,0.12735,0.14689,13.233,12.01234788704435
IBN,111369756672.0,Financial Services,18.95031,17.121788,,,0.187,0.16798,,,0.0,0.33972,0.27513,,10.300174289980024
ADBE,109844824064.0,Technology,15.722589,9.94047,0.914104011627907,12.232663854141824,1.515,0.55426,57.266,,0.89268,0.36503,0.29997,11.662,-40.1655414399849
CMCSA,112814972928.0,Communication Services,5.7439704,7.7797155,,19.866672428574184,0.793,0.2141,107.863,,0.71747,0.107889995,0.16166,5.624,-4.138675659733437
SPOT,106023067648.0,Communication Services,41.493958,26.82826,0.1939876484338476,156.93711674235914,1.666,0.31933,23.484,,0.3198,0.15471,0.12871,44.468,-15.307315384742015
PBR,107169808384.0,Energy,7.6990733,6.808597,15.3981466,0.7621658772687991,0.141,0.19022,88.498,,0.48152,0.36224,0.15774,2.777,33.75770060162442
HWM,105668321280.0,Industrials,70.954056,48.072994,3.4952736945812806,114.7547523308433,1.248,0.30443,60.022,,0.34174,0.26338,0.18274,45.113,92.66073360199194
PBR-A,103439663104.0,Energy,7.129629,6.994246,14.259258,0.5165262799073215,0.141,0.19022,88.498,,0.48152,0.36224,0.15774,2.694,33.29143217503132
NOC,103383564288.0,Industrials,24.935629,24.116875,1.640501907894737,35.451590591823944,0.039,0.26167,107.257,,0.19815001,0.16530001,0.09968001,17.051,60.11583364643967
BMO,101642756096.0,Financial Services,16.392939,12.233469,0.827926212121212,,1.2,0.10471,,,0.0,0.39866,0.27076,,43.17694250189681
DUK,101756977152.0,Utilities,20.736927,18.27874,,9.435592994354154,0.51,0.09724,171.39,,0.51177,0.26505,0.15411,13.058,15.314814449997606
CVS,101649670144.0,Healthcare,57.482018,9.763131,0.7504179895561358,17.143040929389233,0.501,0.022869999,106.06,,0.13288,0.01572,0.00442,11.704,26.214404080260234
TT,102514376704.0,Industrials,35.210968,27.479939,,52.858863148963586,1.211,0.36956,63.247,,0.36161,0.15502,0.13688,25.167,31.65633176213305
BP,99546103808.0,Energy,1943.0001,13.827657,,16.778375724573042,0.055,0.017,98.012,,0.27367002,0.06495,0.00029,19.373,24.240824784413807
DELL,99243245568.0,Technology,19.796791,10.408781,0.43036502173913044,,1.099,,,,0.19999,0.07918,0.05228,13.66,46.77791043746744
BN,98519539712.0,Financial Services,89.46938,7.468484,1.122576913425345,,2.026,0.01951,158.502,,0.4,0.29201,0.01683,15.171,14.180352887888215
UPS,98461835264.0,Industrials,17.676828,14.561034,3.842788695652174,16.629960073908702,1.087,0.33772,175.884,,0.22601,0.107480004,0.06285,9.924,4.079149711156571
WM,97139384320.0,Industrials,35.94627,25.705614,1.523147033898305,56.08509786145497,0.586,0.29696,239.385,,0.40438,0.20038,0.10744,15.988,5.002381559825553
VRT,97520525312.0,Industrials,74.529236,32.237297,0.3735801303258145,68.24747181769622,2.089,0.41809,81.899,,0.36317003,0.21174,0.13028,44.796,168.20768875683686
ITUB,99790577664.0,Financial Services,11.602565,9.510299,4.143773214285714,,0.199,0.21014,,,0.0,0.37305,0.32284,,102.31811440351618
FCX,97844690944.0,Basic Materials,44.789474,19.028454,0.9389826834381552,62.75615222546571,1.434,0.13946,34.103,,0.37063,0.14397,0.08505,12.788,87.01467330680421
SNDK,93758324736.0,Technology,-84.71466666666667,7.8434496,,74.91675983004689,,-0.09372,7.96,,0.34807998,0.35504,-0.11659,65.286,1256.1579950764756
EQIX,95725846528.0,Real Estate,70.906845,55.315266,,33.786585910711686,1.067,0.09722,160.291,,0.51317,0.21540001,0.14579001,28.671,10.195646981276862
WDC,95629238272.0,Technology,26.461685,20.797998,,24.319000930719383,1.839,0.41126,,,0.42723998,0.15403,0.35644,,473.8257154598589
CRWD,93775577088.0,Technology,-295.22222222222223,76.953636,,66.19482050077167,1.034,-0.088149995,20.154,,0.74277,-0.05589,-0.06882,-957.485,-4.537289815723666
GD,96542662656.0,Industrials,23.095083,19.758286,57.73770749999999,28.756470942181668,0.398,0.17658001,38.205,,0.1513,0.1014,0.08011,16.37,44.07751246844407
ICE,93583409152.0,Financial Services,28.396194,19.250439,1.2135125641025641,26.744765673919336,1.033,0.11885,70.077,,1.0,0.49561,0.33380002,18.258,-4.179939351390738
NGG,93231595520.0,Utilities,23.153084,15.575454,,,0.583,0.07868,123.365,,1.0,0.24147,0.16428,70.54,57.53850192433356
BNS,94389428224.0,Financial Services,18.297102,11.301489,0.11336494423791821,,1.255,0.10333,,,0.0,0.39406,0.27188998,,57.316205969479526
NKE,92050235392.0,Consumer Cyclical,36.36257,26.866575,,28.753583663657963,1.279,0.17950001,80.099,,0.41132998,0.08095,0.05426,24.944,-19.878277176754366
CM,94123450368.0,Financial Services,16.102074,12.483036,0.3455380686695279,,1.282,0.14748,,,0.0,0.44713002,0.33528998,,70.36828100546546
