ticker,marketCap,sector,trailingPE,forwardPE,pegRatio,priceToFreeCashFlow,beta,returnOnEquity,debtToEquity,returnOnInvestedCapital,grossMargins,operatingMargins,profitMargins,enterpriseToEbitda,priceMomentum12M
BHP,225862090752.0,Basic Materials,22.062035,16.713287,0.8022558181818181,27.75698860527157,0.797,0.24712999,52.639,,0.83085,0.40728,0.18972999,17.958,85.05991574046283
AXP,215935860736.0,Financial Services,19.767021,15.725436,1.1231261931818184,,1.084,0.34419,177.847,,0.62759,0.21245001,0.16305,,8.752679965002287
APP,205961166848.0,Communication Services,53.173466,27.961348,0.47014558797524314,58.941980504445446,2.366,0.0266444,162.888,,0.88367,0.78151,0.6429,42.498,56.002544529262096
MUFG,211191103488.0,Financial Services,14.067668,18.165049,,,0.325,0.11911,,,0.0,0.39532003,0.28508,,32.507083226928636
C,214732144640.0,Financial Services,15.543209,10.048447,0.2770625490196078,,1.124,0.07649,,,0.0,0.34078,0.20356001,,70.9430645054025
TMUS,202945839104.0,Communication Services,19.928799,13.421421,,18.205708340029737,0.32,0.18024999,218.569,,0.63281,0.2401,0.116459996,9.49,-21.11322145415628
NVO,201954295808.0,Healthcare,10.699531,13.709714,0.15945649776453052,,0.348,0.71402,72.086,,0.83195996,0.61574,0.37205002,1.882,-33.16910373224247
ANET,200799748096.0,Technology,54.989655,35.83974,2.1995862,46.03136648101851,1.673,0.31520998,,,0.63537,0.42738998,0.38317,44.476,84.06048144438599
ADI,201580969984.0,Technology,61.768658,28.013319,0.5589923800904978,52.102180328905305,1.194,0.09639,25.81,,0.64491,0.38076,0.26007998,33.638,96.35670043159699
SAP,214318104576.0,Technology,25.074482,18.431417,2.6961808602150534,26.062999918078035,0.709,0.16350001,17.331,,0.73719,0.30025998,0.19584,18.075,-38.9321171892572
STX,197276663808.0,Technology,83.31439,33.26724,0.7692926131117267,122.53209140472049,2.009,0.17879699999999998,381.553,,0.41571,0.35668,0.21599,57.003,655.5871100410262
VZ,199633469440.0,Communication Services,11.660976,9.065587,2.7118548837209304,10.180965867178196,0.224,0.17198,192.045,,0.58909,0.25186002,0.12462,7.7,16.086799189575874
CRWD,186066206720.0,Technology,-1107.5757575757575,118.45845,,115.95690692952748,1.06,-0.04137,18.336,,0.74808997,0.0100300005,-0.033770002,-3879.352,55.079875166484825
MCD,198373244928.0,Consumer Cyclical,23.036304,19.632193,3.3385947826086957,33.327437629795625,0.436,,,,0.57348996,0.44252998,0.31618,16.955,-8.982332645522861
PEP,197099208704.0,Consumer Defensive,22.635794,15.762846,0.8142371942446042,22.532435950500542,0.394,0.43879002,244.837,,0.54383,0.16961999,0.09149,12.79,14.085824217635356
TTE,194102018048.0,Energy,12.95549,8.676203,0.22689124343257444,19.309551370025027,0.059,0.12512,51.304,,0.38448003,0.20353001,0.08201,6.094,57.67554005478659
TD,187639955456.0,Financial Services,18.438313,14.787228,,,0.87,0.119090006,,,0.0,0.35381,0.25194,,67.52583006666866
RIO,173016891392.0,Basic Materials,17.469622,12.004866,,38.1796186032546,0.63,0.16399999,35.432,,0.28124002,0.25318,0.17291,9.466,88.48533444277425
WDC,183098605568.0,Technology,31.751945,30.159443,0.0657526299440878,88.24028393307559,2.158,0.85920995,17.81,,0.45428002,0.37008998,0.55286,46.229,934.9232963938832
TMO,183027302400.0,Healthcare,27.105669,18.04173,2.398731769911504,33.15336265148219,0.883,0.13523,82.903,,0.40932,0.17892,0.15151,19.747,22.715421405202598
APH,183009673216.0,Technology,42.747124,26.399523,1.7737395850622408,51.353477937384405,1.297,0.36825,133.051,,0.37919998,0.27305,0.17239,24.144,66.58855436839053
AMGN,181768355840.0,Healthcare,23.420723,14.3454685,5.322891590909092,24.442317871677147,0.435,0.0101318,623.754,,0.71443003,0.33800998,0.20955999,13.421,20.38072998102216
BA,182216081408.0,Industrials,91.72619,55.280132,,71.3383908983319,1.207,0.0169947,828.696,,0.048249997,0.01715,0.024600001,-64.946,11.494304376766951
NEE,181468528640.0,Utilities,22.083757,19.784397,0.13802348125,,0.721,0.10325,156.686,,0.61401004,0.30175,0.29369,20.853,26.837033746693283
SAN,179716227072.0,Financial Services,12.116505,9.5352335,0.17977010385756675,,0.955,0.12886,,,0.0,0.43257,0.34098998,,58.51778981654243
MRVL,179488391168.0,Technology,70.44673,33.7438,,79.08022772758433,2.251,0.16028,28.97,,0.51502997,0.14479999,0.28986,66.655,241.50892497126796
T,172318801920.0,Communication Services,8.157894,9.713377,,19.473250580176714,0.417,0.18370001,125.175,,0.59414,0.22723,0.16938,7.612,-6.897932546958307
DIS,176828973056.0,Communication Services,16.2928,13.587297,,47.13710396952083,1.416,0.1101,41.069,,0.3716,0.15512,0.1154,11.415,-8.92059662431145
BLK,162511355904.0,Financial Services,26.316744,17.262363,0.5733495424836601,22.94588390891636,1.456,0.118990004,23.635,,0.46890998,0.35638002,0.24396999,16.532,9.038256403201617
TJX,171124752384.0,Consumer Cyclical,30.107004,26.870144,1.0275427986348125,39.665004967178255,0.637,0.6125,136.307,,0.31351998,0.11771,0.09402,20.323,23.437169759615895
GILD,166904233984.0,Healthcare,18.289795,14.024527,0.33375538321167886,21.036249994018245,0.332,0.4336,94.635,,0.79367995,0.39282,0.30993,12.158,25.367360759409905
CRM,156510912512.0,Technology,22.118055,12.346134,0.4237175287356321,9.455138077999687,1.139,0.16908,124.282,,0.77643996,0.218,0.18733,14.519,-27.449930670384028
SCCO,159606505472.0,Basic Materials,32.368866,29.057758,0.48529034482758615,37.50835769849175,1.079,0.46343,62.412,,0.62709,0.58341,0.34131,18.275,123.57813851995525
BUD,154845560832.0,Consumer Defensive,22.157894,16.254429,1.091521871921182,,0.786,,75.033,,0.56172,0.26685,0.11897001,11.556,15.161829597452826
SHOP,154044579840.0,Technology,116.382355,50.90917,,115.19910006549178,2.644,0.11311,1.432,,0.4797,0.1571,0.10771,69.125,10.716283014813355
GLW,155913158656.0,Technology,87.09616,42.891914,0.62704218862491,254.76004636764705,1.136,0.1674,80.363,,0.36383,0.15661,0.1109,42.134,269.30901073414486
ISRG,150391717888.0,Healthcare,51.533985,36.013943,2.741169414893617,66.71955471895663,1.509,0.17232999,,,0.66292,0.30868,0.28152,37.574,-23.119821241722928
ETN,155552989184.0,Industrials,39.19765,25.480738,,58.776865428838434,1.24,0.20844999,110.463,,0.37105,0.16104999,0.13986,27.854,26.561189855560418
UNP,155932852224.0,Industrials,21.598686,19.191046,3.4836590322580645,38.6510529297878,0.994,0.40686,162.246,,0.56526,0.40357,0.29202,14.81,21.17822942413927
SCHW,151913480192.0,Financial Services,17.365805,12.100131,0.4498913212435233,,0.797,0.19083,120.766,,0.9746,0.49352002,0.37986,,0.13362240454033447
PFE,149211447296.0,Healthcare,19.984734,9.227668,,12.055907528257666,0.305,0.083100006,71.602,,0.74801004,0.31617,0.118310004,7.901,19.240065210022237
HON,150720724992.0,Industrials,37.996803,20.762157,,51.32010401354473,0.811,0.24264,257.387,,0.36925,0.21,0.1089,20.779,13.768560528267514
UBS,154319060992.0,Financial Services,16.874554,11.543799,0.1999354739336493,,0.831,0.1016,,,0.0,0.31471002,0.17764,,51.44098079185475
UBER,143306178560.0,Technology,17.468983,16.108845,,21.923571748848545,1.158,0.3531,48.113,,0.39635,0.14565,0.15907,21.467,-16.349813525857073
BX,142967996416.0,Financial Services,29.992308,15.523351,7.690335384615385,,1.634,0.29533002,72.022,,1.0,0.38032,0.21213,,-12.641559950263526
ABT,149099200512.0,Healthcare,23.97759,14.121171,,23.51305220459047,0.647,0.123339996,64.773,,0.56503,0.13472,0.13904999,15.036,-34.60947863188486
WELL,144945414144.0,Real Estate,99.19324,61.110123,0.6282029132362255,55.74367512770309,0.825,0.03665,44.486,,0.39870998,0.18039,0.119619995,53.991,35.135801343393695
DE,146446778368.0,Industrials,30.666288,23.717981,,133.28488969504863,0.969,0.18349001,376.022,,0.25965,0.17479,0.10104,21.593,8.498745704073851
SMFG,139781931008.0,Financial Services,14.174193,53.585365,,,0.392,0.09776,,,0.0,0.26917,0.26128998,,42.56976130787924
BKNG,129737891840.0,Consumer Cyclical,22.08839,13.607714,0.09203495833333333,18.337187257024798,1.102,,,,0.86987,0.25035998,0.22227,12.805,-23.57520861564796
PLD,133762531328.0,Real Estate,36.13854,42.223385,0.5542720858895706,27.555414021320104,1.35,0.06844,60.934,,0.756,0.38491002,0.39646,26.326,36.69822729696044
NOW,128263782400.0,Technology,74.02976,24.741928,32.186852173913046,25.109755798811683,0.819,0.1607,20.728,,0.76562,0.13342,0.12586,43.46,-38.497068226596845
BTI,133587853312.0,Consumer Defensive,13.202992,11.613352,,44.622249340190066,0.117,0.15824,72.842,,0.82651,0.34576,0.30316,14.096,44.833075982501505
BBVA,130294792192.0,Financial Services,11.085308,9.728646,0.8334818045112781,,0.89,0.19042999,,,0.0,0.54861,0.33124,,63.31847972105962
COP,138861150208.0,Energy,19.318644,12.379147,,26.254088244920666,0.149,0.112840004,36.143,,0.45591,0.22051,0.12331,6.674,37.97060276720907
DHR,129288462336.0,Healthcare,35.469902,20.081085,3.6193777551020405,28.29997900730977,0.841,0.0708,37.17,,0.58992,0.22937,0.14887999,18.057,-3.144388266416065
SONY,127436881920.0,Technology,20.158876,18.126049,,,0.719,0.12367,19.612,,0.30805,0.07552,-0.02619,-0.006,-18.233507633769097
VRT,121266987008.0,Industrials,79.32412,35.726772,0.584555047899779,61.721337199126694,2.099,0.45097,76.913,,0.37151,0.16364999,0.14372,51.209,192.87526179061913
HDB,122040745984.0,Financial Services,17.107914,16.143047,2.2810552,,0.481,0.13818,,,0.0,0.40539002,0.26834,,-36.12886636598176
SPGI,125503995904.0,Financial Services,26.801517,19.095331,0.8246620615384616,23.68502801862723,1.105,0.13939999,38.392,,0.7047,0.44282,0.30361998,18.116,-16.632932531970624
PDD,120191598592.0,Consumer Cyclical,8.869748,6.6810093,,1.6776495974013836,0.033,0.254,1.21,,0.55979,0.18419,0.21620001,0.445,-12.50647794950086
UL,122239057920.0,Consumer Defensive,18.754152,14.430512,,19.486150355598916,0.452,0.30955,160.789,,0.46945998,0.20052,0.18749,13.675,-18.735987366814978
CB,120907628544.0,Financial Services,11.026884,10.655848,0.14011288437102923,9.57864414617605,0.44,0.15433,31.458,,0.30998,0.20641,0.18527001,9.985,5.552514986419954
LMT,122302472192.0,Industrials,25.712557,16.530052,,30.67434958999149,0.1,0.6764,276.365,,0.09906,0.110039994,0.06382,17.649,12.96943450827892
LOW,120255963136.0,Consumer Cyclical,18.120033,15.9179125,,24.969443649780676,0.904,,,,0.33293,0.11067,0.075100005,12.857,-3.1691114892300587
ENB,119535542272.0,Energy,25.69953,23.86847,,,0.792,0.10127,160.133,,0.38861,0.14734,0.1,13.944,22.606265805042213
NEM,117227970560.0,Basic Materials,14.242541,9.610655,0.18120281170483457,11.95609041216236,0.448,0.25832,15.762,,0.67356,0.61379004,0.3387,6.987,110.50369265881454
SYK,116959535104.0,Healthcare,35.352257,18.249804,2.489595563380282,26.82635005523846,0.81,0.152,66.295,,0.64697,0.17824,0.13205,18.68,-19.4979291058883
COF,116947484672.0,Financial Services,57.82461,7.7372885,,,1.05,0.03259,,,0.0,0.28586,0.08876,,0.8178476736352414
ACN,115129458688.0,Technology,15.333608,12.551024,3.833402,9.441521114583795,1.071,0.24763,25.469,,0.32026002,0.13819,0.10606,9.058,-40.15530795087001
CVS,116083867648.0,Healthcare,39.90351,10.878898,0.6323852614896989,22.316846067714906,0.592,0.037520003,100.912,,0.13387999,0.04124,0.00723,11.861,47.26354412621887
BMY,116765638656.0,Healthcare,16.016808,9.266147,1.7409573913043481,11.852272861425723,0.259,0.38731998,230.967,,0.71981,0.33040002,0.15006,8.05,24.352042172892176
MO,116191035392.0,Consumer Defensive,14.526096,11.846288,0.13665189087488241,13.600928291889293,0.519,,,,0.87378997,0.62294996,0.39518002,8.697,22.875714780085566
PBR,120960761856.0,Energy,5.865625,4.563213,,0.8421924934634761,-0.064,0.25601,83.269,,0.47359002,0.31947002,0.21599,2.787,71.68966257818023
PBR-A,114816049152.0,Energy,5.240625,6.8170733,,0.5506740432277126,-0.064,0.25601,83.269,,0.47359002,0.31947002,0.21599,2.661,60.72822677237208
VRTX,113588084736.0,Healthcare,26.528748,20.84321,0.4320642996742671,40.81167449011584,0.301,0.24197,10.26,,0.54390997,0.38126,0.35507,21.747,1.2419437526604904
BMO,113474494464.0,Financial Services,17.235107,13.770373,0.4183278398058253,,1.168,0.11367,,,0.0,0.42977002,0.28057,,53.74956219153661
SBUX,113012654080.0,Consumer Cyclical,75.694664,32.73828,2.321922208588957,,1.009,,,,0.21897,0.084180005,0.03888,25.157,21.234984098349095
MFG,109367771136.0,Financial Services,14.238096,6.4532375,0.020941456096484776,,0.395,0.11439,,,0.0,0.32479,0.28366,,61.33093691212777
PGR,111098404864.0,Financial Services,9.679715,11.747009,0.9877260204081632,7.166887183414049,0.295,0.37903,26.174,,0.18562001,0.16393,0.12927,7.747,-28.838983247065663
PWR,106802307072.0,Industrials,98.03443,43.283466,1.922243725490196,102.9740668543108,1.244,0.13534,69.121,,0.15100001,0.04244,0.036679998,42.441,107.96817035828053
PH,106496352256.0,Industrials,31.155663,24.821735,,38.384228051149094,1.182,0.24841999,65.554,,0.37442002,0.21528,0.16582,21.101,28.173684082805963
EQIX,105334644736.0,Real Estate,74.066574,55.559574,3.7033287,38.65313965250887,0.997,0.10059,162.961,,0.51606,0.24343,0.14928001,29.736,22.896762467578412
SNY,104535851008.0,Healthcare,18.986956,8.259476,,6.2699573281804,0.283,0.06576,27.372,,0.72357005,0.20002002,0.15954,5.254,-6.638309123330533
ADBE,104772681728.0,Technology,15.105477,9.823744,1.360853783783784,11.240046146326364,1.417,0.58774,58.34,,0.89396006,0.38762,0.29477,10.986,-37.553301142675956
BP,107815133184.0,Energy,33.76613,10.313824,0.07116149631190727,10.724539421420232,-0.219,0.05842,96.384,,0.2891,0.15461001,0.01663,20.572,51.6430895265948
CEG,103932436480.0,Utilities,25.0,21.120787,0.022914757103574702,,1.155,0.16104999,66.428,,0.23263,0.21858,0.12693,15.819,-5.516000416455446
CDNS,103411687424.0,Technology,87.80562,39.949917,3.817635652173913,68.98011357159977,1.131,0.20656,46.992,,0.86079,0.29699,0.21180001,52.104,30.605772262565758
SO,103768072192.0,Utilities,23.5422,18.720613,,,0.357,0.109910004,190.431,,0.48002997,0.25819,0.14458999,12.994,5.620555619850021
FTNT,101083496448.0,Technology,53.476746,40.27251,1.8698162937062939,55.75328832537581,0.919,0.0132392,57.31,,0.80304,0.31282,0.27491,41.651,35.55708553227508
BN,101829623808.0,Financial Services,89.39216,7.76661,0.5629229219143577,,1.847,0.02503,161.473,,0.32272997,0.28922,0.01689,14.947,19.1833972989347
GSK,101375688704.0,Healthcare,13.265092,9.661504,1.579177619047619,33.57644775604399,0.298,0.40905997,109.7,,0.72867996,0.36283,0.17782,19.103,27.792531123533813
HWM,103327760384.0,Industrials,59.918793,42.923054,0.8391987815126052,86.62985675370625,1.191,0.33818,87.794,,0.35046002,0.28188,0.20225,41.289,52.35366900400178
CM,99472384000.0,Financial Services,14.916324,13.533435,0.6215134999999999,,1.302,0.15387,,,0.0,0.43264,0.33976,,63.01644762275556
SPOT,102332989440.0,Communication Services,33.222965,26.881079,0.14938383543165465,144.5891764677544,1.554,0.37987998,5.943,,0.32318002,0.15773,0.15449001,39.459,-25.176656186735237
TT,99762331648.0,Industrials,34.4767,26.508745,,37.471355656358554,1.257,0.36630002,53.597,,0.35924998,0.15521,0.13415,24.407,5.610827749822533
CME,98836226048.0,Financial Services,23.359522,21.196354,1.09669117370892,32.6163770651649,0.26,0.15919,14.059,,1.0,0.69806,0.63324,20.938,-1.7264046734389304
MAR,99041452032.0,Consumer Cyclical,39.37107,28.732115,23.15945294117647,55.1187179730645,1.107,,,,0.79037005,0.59006,0.35969,24.497,43.623903186326004
BNS,98147393536.0,Financial Services,15.276719,11.942374,0.4315457344632769,,1.215,0.11038999,,,0.0,0.39803,0.27905,,51.76756996674361
FDX,98246328320.0,Industrials,21.98345,18.353895,1.270719653179191,109.89522570805369,1.303,0.15869,140.994,,0.27552,0.06942,0.04877,11.423,92.9854279969405
BNY,95701819392.0,Financial Services,17.299006,14.424787,0.41385181818181815,,1.068,0.13472,,,0.0,0.37647998,0.28722,,60.309311866325
IBN,94025719808.0,Financial Services,16.92258,13.732985,2.014592857142857,,0.28,0.16359,,,0.0,0.33293998,0.24929,,-22.786850523403736
DUK,95679848448.0,Utilities,18.881538,17.121048,1.5734614999999998,,0.402,0.09661,161.495,,0.5105,0.25507,0.15706,11.394,7.898970696747831
MDT,94763540480.0,Healthcare,20.61732,12.183386,,23.265563026170923,0.632,0.0939,57.06,,0.65159,0.20007,0.13,12.146,-8.223847718603173
CNQ,94628659200.0,Energy,11.784415,12.3043585,,17.718649885123853,0.913,0.22825001,44.85,,0.48668,0.21776,0.25134,7.678,52.73937865940923
SNPS,91071397888.0,Technology,108.589035,27.633432,,25.733953701060994,1.245,0.03824,35.574,,0.82598996,0.10383,0.089090005,58.616,2.5087263972703555
FCX,94462050304.0,Basic Materials,34.767197,17.624323,0.22708815806662316,55.245010204178996,1.316,0.15630999,33.008,,0.38636002,0.31072,0.10344,11.564,72.74973311038792
INTU,90685718528.0,Technology,20.239927,12.133906,1.8915819626168227,17.332897861238532,1.035,0.22496,33.448,,0.80793,0.46974,0.21907,14.166,-55.64155405670264
AEM,91581628416.0,Basic Materials,17.245762,12.339391,0.1588007550644567,21.383003398511043,0.568,0.22298001,1.215,,0.73870003,0.62821996,0.39457,9.303,56.29419682069425
UPS,90687168512.0,Industrials,17.263756,13.332316,,17.22036778592177,1.049,0.33353,181.508,,0.2245,0.0633,0.05943,9.597,16.902983644115842
